#chr	start	end	value
rw1	79314027	79314483	3.857552005
rw17	931454	931726	5.839850003
rw17	9397371	9397873	4.821928095
rw1	794061	794417	7.200439718
rw17	9491577	9491785	6.785402219
rw17	9519251	9521029	6.905141463
rw17	9523173	9523980	3.587462841
rw17	9551171	9551352	5.576815597
rw17	955544	955829	5.172425342
rw17	9611965	9612187	6.400866808
rw1	79736338	79736707	6.694756854
rw17	9834640	9834870	6.307354922
rw17	9893418	9893770	6.436637939
rw17	9897246	9897732	4.172425342
rw17	99040	99319	6.172425342
rw1	8012815	8013047	6.460001932
rw1	80602316	80602934	3.709453366
rw1	80690305	80690633	3.357980995
rw18	10023731	10024108	6.738404739
rw18	10204641	10204930	6.733619677
rw18	10573835	10574428	2.5
rw18	10575771	10576478	5.465784285
rw18	10660522	10660934	6.853146825
rw18	10759661	10760008	6.613742166
rw18	10809374	10809617	5.803780748
rw18	10897198	10897465	6.471543554
rw18	11177959	11178403	6.268184325
rw18	111861	112578	10.26445696
rw18	11201682	11202119	6.122051819
rw18	11406212	11406552	6.80833903
rw1	811502	812128	5.281359714
rw18	11628109	11628411	6.3008999
rw18	11640323	11640777	5.883704292
rw18	11730229	11730599	6.999845887
rw18	11798786	11799171	5.909390936
rw18	11978124	11978585	6.963524373
rw18	12000804	12001167	6.821928095
rw18	12005233	12005463	7.140244936
rw18	12190683	12191024	5.72881869
rw18	12236255	12236593	5.294415866
rw18	12272079	12272405	5.294415866
rw18	12280711	12281108	7.200439718
rw18	12292645	12293053	5.975733431
rw18	12302871	12303285	7.088714636
rw18	12353924	12354155	5.803780748
rw18	12355624	12356029	5.639551352
rw18	12385056	12385323	6.357980995
rw18	12390213	12390503	6.357980995
rw18	12433193	12433516	6.752665432
rw18	12691705	12691929	5.465784285
rw18	12829055	12829558	6.971675214
rw18	12851199	12851500	4.56608919
rw18	12866573	12866954	5.917852515
rw18	12947877	12948255	5.054588852
rw18	13070489	13070836	6.762094845
rw18	13162824	13163226	7.221099189
rw18	13217598	13217830	6.00779464
rw18	13266354	13266519	6.307354922
rw18	13374091	13374429	6.307354922
rw18	13448113	13448514	5.942943496
rw18	13477791	13477969	5.430737338
rw18	13517506	13518095	7.058420713
rw1	81363758	81364029	5.803780748
rw18	13640059	13640348	5.307354922
rw18	13998664	13999069	6.522367813
rw18	14143842	14144190	5.241466986
rw18	14176927	14177228	5.522367813
rw18	14558299	14558600	4.544394119
rw18	14641225	14641450	5.629283017
rw18	146832	147140	5.214245518
rw18	14975292	14975627	6.963524373
rw18	1519135	1519601	3.587462841
rw18	15231423	15231671	4.172425342
rw18	152472	152851	5.900879436
rw18	1632482	1632975	2.959431619
rw1	81766157	81766510	5.294415866
rw18	1792495	1792656	5.587462841
rw18	18607713	18608214	6.555282436
rw18	18724798	18725112	3.254887502
rw18	19039292	19039510	6.357980995
rw18	1924395	1924716	6.023561956
rw18	19298891	19299223	4.084962501
rw18	19435819	19436192	5.738404739
rw18	1984948	1985285	5.839850003
rw18	20136500	20136905	6.3008999
rw18	20175659	20175923	5.023561956
rw18	2033025	2033401	6.23470962
rw18	20382685	20383024	6.320178962
rw18	20699944	20700340	6.099912842
rw18	20963870	20964018	3.709453366
rw18	21105069	21105340	6.762094845
rw18	21191279	21191516	5.975733431
rw18	21235621	21236232	6.364186145
rw18	21294250	21294475	6.544394119
rw18	21304709	21304931	6.261551232
rw18	21342449	21342817	6.471543554
rw18	21461984	21462294	6.835390355
rw18	21684559	21684720	4.959431619
rw18	21738382	21738710	7.494353437
rw18	21787069	21787249	5.975733431
rw18	21854575	21855046	6.287902559
rw18	21878457	21878712	6.400866808
rw18	21903542	21903876	2.587462841
rw18	21905176	21905437	6.659871337
rw18	21911164	21911676	4.114709844
rw18	21990798	21991132	6.516808288
rw18	22009684	22010047	6.412889336
rw18	22237261	22237557	6.812882955
rw18	22364646	22364887	6.382643049
rw18	2251423	2252524	3.629283017
rw18	22588774	22588943	6.332890014
rw18	22732215	22732385	6.488684687
rw18	22959918	22960327	7.373444113
rw18	22983313	22983547	6.592757141
rw18	23065041	23066086	4.281359714
rw18	23127185	23127563	5.991853096
rw18	2344462	2344727	2.587462841
rw18	23659580	23659835	5.999845887
rw18	23918320	23918576	5.307354922
rw18	24081917	24082264	6.430737338
rw18	24088604	24088764	5.699672345
rw18	24409037	24409782	6.934628228
rw18	24452322	24452601	6.699672345
rw18	24931980	24932212	6.069855608
rw18	25019916	25020211	5.394817763
rw18	25288188	25288562	6.991853096
rw18	25317674	25318301	5.307354922
rw18	25712051	25712324	6.460001932
rw18	26130343	26130635	4.629283017
rw18	2630764	2631195	5.848728154
rw18	2690514	2690688	6.261551232
rw18	2789999	2790194	5.629283017
rw18	28503135	28503421	3.747927513
rw18	28563781	28564001	3.544394119
rw18	28565669	28565906	6.669925001
rw18	28739118	28739432	5.618941073
rw18	28931074	28931282	3.406890596
rw18	29365114	29365424	2.959431619
rw18	2937204	2937561	6.571462363
rw18	29510013	29510341	5.875039431
rw18	3008214	3008444	6.549848549
rw1	83013067	83013481	5.114709844
rw1	83042719	83042966	2.5
rw18	3073104	3073333	5.883704292
rw18	311449	311897	7.430737338
rw18	3214472	3215086	6.644658243
rw1	83283790	83284134	6.376516947
rw18	32950495	32950833	3.785402219
rw18	3296276	3296676	6.618941073
rw18	32994166	32994362	6.12935662
rw18	3303480	3303794	6.71916852
rw18	3335501	3335770	6.24819285
rw18	33915151	33915449	3.406890596
rw18	34465553	34465870	6.991853096
rw18	34737468	34737705	7.050746785
rw18	34957110	34957521	6.699672345
rw18	34969614	34970024	6.971675214
rw18	35020823	35021250	6.560695932
rw18	35035851	35036157	5.511227255
rw18	35131170	35131528	5.830916878
rw18	35399675	35401009	4.608524457
rw18	35404385	35405429	4.477279923
rw18	35520856	35521502	3.5
rw18	35658601	35658900	2.747927513
rw18	3572452	3572738	6.817412614
rw18	3620586	3621088	7.111024797
rw18	3626049	3626341	5.12935662
rw18	3629349	3629627	6.582149041
rw1	83637687	83637918	3.821928095
rw18	37295618	37295967	3.254887502
rw1	8373497	8373725	5.747927513
rw18	3738952	3739427	3.023561956
rw1	8378828	8379252	6.107330314
rw1	8382183	8382586	5.394817763
rw18	3897810	3898047	2.892317423
rw18	39212142	39212451	4.821928095
rw18	3924849	3925256	7.12935662
rw18	39354983	39356355	5.12935662
rw18	39358134	39359169	4.281359714
rw18	39658003	39658249	4.332890014
rw1	8403005	8403381	6.268184325
rw18	406288	406672	4.172425342
rw18	40905587	40905994	4.281359714
rw18	41453419	41453959	2.747927513
rw18	41601258	41601482	2.5
rw18	42610138	42610484	3.629283017
rw18	43410596	43410758	5.294415866
rw18	43499513	43499864	4.803780748
rw18	43545955	43546286	6.136624621
rw18	43750761	43751180	4.821928095
rw18	43953807	43954204	6.794620749
rw18	44021901	44022141	3.357980995
rw18	440874	441273	6.077428828
rw18	44382727	44382979	2.669925001
rw18	44543630	44544022	5.465784285
rw18	44549413	44549949	6.3008999
rw18	44550986	44552190	7.00779464
rw18	44555063	44555864	6.598032083
rw18	44555866	44556645	5.639551352
rw1	84498970	84499366	5.430737338
rw18	4510656	4511174	6.488684687
rw1	84521281	84521742	2.892317423
rw18	45577892	45578257	5.618941073
rw18	45653160	45653490	6.023561956
rw18	45857252	45857636	6.092457037
rw18	46441256	46441562	6.522367813
rw18	46468123	46468406	6.345490051
rw18	4649236	4649787	4.839850003
rw18	47119299	47119618	6.424812504
rw18	47308842	47309251	4.307354922
rw18	4773262	4773653	6.158211483
rw18	48067470	48067766	5.618941073
rw18	48115686	48115979	4.72881869
rw18	48201574	48201738	5.785402219
rw18	48253750	48254035	6.674925683
rw1	84879178	84879444	6.659871337
rw18	49019514	49019887	6.598032083
rw18	4917708	4917937	5.785402219
rw18	49543395	49543668	4.406890596
rw18	49943991	49944381	6.629283017
rw1	85023946	85024387	3.669925001
rw18	51367141	51367419	5.294415866
rw18	51868841	51869651	3.926264755
rw18	51953358	51954797	2.5
rw18	5216848	5217229	5.848728154
rw18	52618159	52618481	2.669925001
rw18	5281074	5281554	5.776124405
rw18	5334209	5334754	4.709453366
rw18	53386932	53387392	3.747927513
rw18	54193295	54193488	4.892317423
rw18	54732857	54733091	4.975733431
rw18	55260801	55261007	6.099912842
rw18	553998	554169	4.14385619
rw18	5540930	5541122	4.307354922
rw18	55421889	55422122	6.96760555
rw18	55587906	55588260	6.888017285
rw1	85596765	85597103	6.67990909
rw18	56242124	56242449	6.654818109
rw18	5629280	5629542	5.054588852
rw18	5630029	5630325	6.5
rw18	56310026	56310197	5.639551352
rw1	85660589	85660934	6.37036472
rw18	5684628	5686173	3.587462841
rw18	57071429	57072505	4.785402219
rw18	57076421	57077055	4.14385619
rw18	57375988	57376241	6.077428828
rw1	85748666	85748916	3.892317423
rw18	58964306	58964528	5.186500527
rw18	59078050	59078313	6.913627929
rw18	59565433	59565864	6.357980995
rw18	60109632	60110149	7.168884984
rw18	601449	601681	6.281359714
rw18	60255513	60255764	6.913627929
rw18	60462388	60462746	6.844295908
rw18	60538474	60539098	7.320178962
rw18	60573487	60574374	5.00779464
rw18	60604927	60605210	6.465784285
rw18	60647916	60648124	6.332890014
rw18	61034513	61034976	6.287902559
rw18	61218314	61218656	6.618941073
rw18	61252194	61252535	6.608524457
rw1	86141900	86142068	4.56608919
rw18	61458914	61459172	6.1794801
rw18	61567674	61567873	6.95532722
rw18	61634274	61634713	6.959431619
rw18	61668724	61669116	6.71916852
rw18	61709987	61710397	7.103626345
rw18	61808083	61808290	6.04689446
rw18	61845305	61845623	5.639551352
rw18	61902403	61902741	6.926264755
rw18	62689528	62689831	5.857552005
rw18	62708162	62708386	5.866322214
rw1	86279307	86279556	3.023561956
rw18	63272816	63273058	6.975733431
rw18	63320396	63320768	7.154636029
rw18	63648119	63648505	5.812882955
rw18	63738443	63738651	5.442514505
rw1	86393035	86393834	3.857552005
rw1	86393861	86394327	2.747927513
rw18	64030209	64030535	6.193486957
rw18	64404086	64404273	5.738404739
rw18	64793839	64794314	6.357980995
rw18	64992682	64992888	5.848728154
rw18	64998010	64998351	6.092457037
rw18	65130205	65130378	3.5
rw18	657826	658286	7.224513853
rw18	6616167	6616512	5.37036472
rw18	66223946	66224290	4.857552005
rw1	8669190	8669345	4.689824559
rw1	86708847	86709417	6.488684687
rw18	67294750	67294992	5.254887502
rw18	67567728	67567990	3.023561956
rw18	67590859	67591210	6.23470962
rw18	68021593	68021787	6.442514505
rw18	68052298	68052656	6.922064766
rw18	680701	680907	5.875039431
rw18	68236712	68237217	7.584808388
rw18	68418602	68419494	3.959431619
rw18	68479992	68480140	3.747927513
rw18	68522625	68523046	4.64974712
rw18	6854600	6855010	6.45419631
rw1	8687349	8687618	6.896604781
rw18	68812827	68813073	4.307354922
rw18	69091181	69091349	6.151051691
rw18	69691364	69691707	5.576815597
rw18	7011276	7011647	6.598032083
rw18	70638940	70639500	4.114709844
rw18	70740579	70740882	5.934628228
rw18	70833968	70834440	5.227920455
rw18	70895700	70896006	6.664906927
rw18	7119470	7119771	5.709453366
rw18	71525069	71525287	6.555282436
rw18	71580857	71581077	5.45419631
rw18	7174772	7175292	7.264871591
rw18	71821450	71821849	4.926264755
rw18	7195790	7196212	6.448367232
rw18	72177480	72177633	4.875039431
rw18	72539947	72540212	6.254887502
rw1	87259545	87259756	6.351749041
rw18	7272264	7272597	6.709453366
rw1	87281984	87282463	4.114709844
rw18	72901264	72901484	6.544394119
rw18	7319241	7319527	6.587462841
rw18	73303013	73303214	3.709453366
rw18	73558867	73560285	5.892317423
rw18	7366759	7367124	6.776124405
rw18	74104560	74105130	5.991853096
rw18	74107491	74107924	6.95532722
rw18	74144858	74145191	6.848728154
rw18	74225358	74225835	6.122051819
rw18	74243165	74243442	5.56608919
rw18	74243926	74244299	5.96760555
rw18	74261176	74261590	6.320178962
rw18	74288641	74289013	5.64974712
rw1	87429924	87430330	6.738404739
rw18	7435556	7435915	5.803780748
rw18	74399803	74400063	6.412889336
rw18	74514632	74514872	6.099912842
rw18	74766905	74767331	6.511227255
rw18	74829622	74830130	3.991853096
rw18	75085016	75085584	6.812882955
rw18	75312825	75313201	5.639551352
rw18	75334924	75335260	6.582149041
rw18	75407314	75407502	3.587462841
rw18	7554866	7555189	4.382643049
rw18	75621855	75622164	6.442514505
rw18	75814061	75814252	6.644658243
rw18	75933066	75933368	5.320178962
rw18	75985751	75986188	6.1794801
rw1	876158	876506	6.963524373
rw18	7619978	7620269	6.158211483
rw18	76259747	76260106	6.345490051
rw18	76262412	76263200	6.062242424
rw18	76299495	76299687	6.400866808
rw18	76398880	76399131	6.200439718
rw18	76406784	76407197	6.857552005
rw18	76442679	76442972	6.905141463
rw18	76447950	76448330	6.875039431
rw18	76477671	76477952	6.866322214
rw18	76531232	76531468	6.077428828
rw18	76542803	76543238	6.64974712
rw18	76784893	76785289	6.388743249
rw18	76996788	76997221	6.351749041
rw18	77014341	77014680	6.345490051
rw18	77059833	77060292	7.376516947
rw18	77202843	77203183	7.136624621
rw18	77250600	77250897	6.00779464
rw18	77256290	77256646	6.951211112
rw18	77268232	77268417	5.803780748
rw18	77280207	77280656	6.785402219
rw18	77291314	77291672	6.776124405
rw18	77308074	77308880	7.361086906
rw18	77371396	77371630	5.951211112
rw18	77373756	77374216	7.1794801
rw1	87738555	87738892	5.12935662
rw18	77388523	77389008	6.790018847
rw18	77408501	77409195	7.193486957
rw18	77411684	77412004	6.803780748
rw18	77440037	77440453	6.63442632
rw18	77447339	77447698	6.738404739
rw18	77451059	77451880	7.084962501
rw18	77455191	77455506	5.5
rw18	77470552	77470720	4.785402219
rw18	77482716	77482881	6.930452552
rw18	77501979	77502421	6.015699838
rw18	77577725	77577967	6.694756854
rw18	77584003	77584276	6.669925001
rw18	77590662	77591600	5.794620749
rw18	77615474	77615784	6.261551232
rw18	77675354	77675764	7.244833837
rw18	77728230	77728476	5.56608919
rw18	77831037	77831829	6.14385619
rw18	77877751	77878037	6.879378367
rw18	77883219	77883403	4.56608919
rw18	77958242	77958583	6.892317423
rw18	77977256	77977438	6.471543554
rw1	8781009	8781206	6.388743249
rw1	8784729	8785002	5.71916852
rw18	785682	786008	5.866322214
rw18	7859379	7859762	6.430737338
rw18	7907371	7907580	6.571462363
rw18	79581	79844	6.062242424
rw18	7975952	7976235	5.883704292
rw18	8186781	8187100	6.582149041
rw18	8231339	8231557	6.281359714
rw18	8260915	8261341	6.376516947
rw18	8348262	8348496	6.72881869
rw18	8387163	8387569	5.639551352
rw18	8458192	8458384	6.37036472
rw1	8855264	8855436	5.689824559
rw18	856528	856927	6.494353437
rw18	8704445	8705108	7.175957033
rw18	8741964	8742111	4.254887502
rw18	8776954	8777177	6.23470962
rw1	88810959	88811459	3.587462841
rw18	8820099	8820309	6.281359714
rw18	8905633	8905950	4.629283017
rw18	8947240	8947685	6.576815597
rw18	8975784	8975996	6.95532722
rw18	8984862	8985177	5.12935662
rw18	9023767	9024222	5.747927513
rw18	9060205	9060608	4.839850003
rw18	9275153	9275438	6.186500527
rw18	9299574	9299850	5.618941073
rw18	9388954	9389239	7.084962501
rw18	9475722	9475938	6.00779464
rw18	949203	949549	6.471543554
rw1	8951192	8951403	6.114709844
rw18	9620339	9620682	6.326548487
rw18	9656919	9657164	5.418863237
rw18	9685057	9685525	7.320178962
rw18	9708539	9709221	7.525139562
rw1	8972051	8972383	3.14385619
rw18	9740451	9741021	6.538918989
rw18	976292	976526	3.709453366
rw18	9813525	9813855	6.430737338
rw18	9815405	9816125	4.332890014
rw1	899221	899699	6.757387843
rw1	90078050	90078436	6.511227255
rw1	90237182	90237538	4.14385619
rw1	90250527	90250728	6.576815597
rw1	90528252	90528485	4.926264755
rw1	90633866	90634370	5.332890014
rw1	90680668	90681079	4.200439718
rw19	10041319	10041704	7.118385502
rw19	10162007	10162431	4.766786541
rw19	10219929	10220316	6.430737338
rw19	10222362	10222877	6.995855027
rw19	10333197	10333508	7.027477006
rw19	10335010	10335202	6.674925683
rw19	10337314	10337605	6.803780748
rw19	10361005	10361375	6.78077077
rw19	10384402	10384575	7.560695932
rw19	10394025	10394365	6.424812504
rw19	10440161	10440468	6.905141463
rw19	10443504	10443804	6.221099189
rw19	10451785	10451932	4.332890014
rw19	1046334	1046654	6.400866808
rw19	10466129	10466393	5.442514505
rw19	10476693	10477107	6.158211483
rw19	10482057	10482355	4.875039431
rw19	10567244	10567458	6.844295908
rw19	10582395	10582702	5.039158811
rw19	1062869	1063305	5.72881869
rw19	10650619	10650971	6.084962501
rw19	10680952	10681290	4.522367813
rw19	10681509	10681800	6.077428828
rw19	10740607	10740920	6.947083226
rw19	10761388	10761657	6.45419631
rw19	10785922	10786265	4.975733431
rw19	10849411	10849582	3.587462841
rw19	10883484	10883708	5.054588852
rw19	10890769	10891012	6.287902559
rw19	10971462	10971852	5.951211112
rw19	10981178	10981365	5.069855608
rw19	11024393	11024805	6.866322214
rw19	1103223	1103373	4.200439718
rw19	11035937	11036237	6.861943774
rw19	11045384	11045654	6.883704292
rw19	11087342	11087732	6.364186145
rw19	11101824	11102181	6.724001674
rw19	11149758	11150029	6.332890014
rw19	11163374	11163807	7.186500527
rw19	11196989	11197139	5.394817763
rw1	91119	91312	4.942943496
rw19	11215086	11215402	6.803780748
rw19	11237628	11237880	6.505624549
rw19	11258583	11258735	3.14385619
rw19	1126997	1127427	5.394817763
rw19	11350472	11350695	6.639551352
rw19	11351729	11352163	6.618941073
rw19	11359984	11360252	6.099912842
rw19	11363358	11363888	6.613742166
rw19	11378969	11379164	6.039158811
rw19	11440715	11440984	6.549848549
rw19	11512098	11512388	6.227920455
rw19	11526584	11526889	5.320178962
rw19	11541672	11541923	6.80833903
rw19	11555170	11555611	5.830916878
rw19	1157076	1157428	6.794620749
rw19	11590925	11591407	6.951211112
rw19	11614323	11614572	6.281359714
rw19	11615949	11616505	6.624121312
rw19	11708131	11708444	5.999845887
rw19	1176107	1176633	5.991853096
rw19	11787656	11787884	6.114709844
rw19	1184263	1184603	6.790018847
rw19	1190391	1190657	7.103626345
rw1	91196088	91196514	6.766786541
rw19	12039233	12039530	2.587462841
rw19	12050896	12051088	6.799208018
rw19	12052265	12052703	6.544394119
rw19	12120980	12121277	5.747927513
rw19	12158171	12158428	5.991853096
rw19	12167738	12168042	6.511227255
rw19	12205103	12205512	6.471543554
rw19	12231322	12231647	4.669925001
rw19	12454559	12454899	6.268184325
rw19	12628877	12629218	4.227920455
rw19	12672430	12672773	3.45419631
rw19	12675143	12675489	6.669925001
rw19	1267806	1268090	5.857552005
rw19	1269233	1269522	6.23470962
rw19	12698673	12699069	6.092457037
rw19	12752965	12753299	6.866322214
rw19	12761195	12761424	5.430737338
rw19	12887379	12887741	6.659871337
rw19	12899372	12899603	5.892317423
rw19	12912030	12912237	5.345490051
rw19	12922145	12922656	7.214245518
rw19	1295297	1295600	5.866322214
rw19	1296499	1297059	5.983815777
rw19	12973509	12973825	6.64974712
rw19	12981359	12981565	5.45419631
rw19	13026760	13027309	6.762094845
rw19	13051972	13052417	5.268184325
rw19	1307878	1308094	5.72881869
rw19	13091279	13091596	6.870687407
rw19	13104621	13104855	6.092457037
rw19	1310971	1311256	6.039158811
rw19	1313242	1313641	6.465784285
rw19	13265057	13265495	6.821928095
rw19	13268386	13268763	5.747927513
rw19	13307250	13307549	5.72881869
rw19	13307826	13308115	5.857552005
rw19	1331537	1331821	5.689824559
rw19	13333652	13333841	6.268184325
rw19	13343038	13343240	6.04689446
rw19	13348364	13348833	7.241466986
rw19	1335686	1336122	6.80833903
rw19	13357953	13358322	6.934628228
rw19	13442911	13443122	5.883704292
rw19	13459208	13460253	7.7644426
rw19	13463407	13463865	7.031381461
rw19	13555627	13555988	6.151051691
rw19	13565627	13565942	7.058420713
rw19	13705910	13706210	5.56608919
rw19	13813818	13814543	4.5
rw19	13849739	13850149	6.357980995
rw19	13858597	13858808	6.743173983
rw19	13898603	13899017	7.394817763
rw19	13930535	13930894	5.64974712
rw19	1396240	1396603	6.762094845
rw19	13982430	13982860	6.3008999
rw19	140112	140474	2.892317423
rw19	14063194	14063518	5.848728154
rw19	14100952	14101577	7.400866808
rw19	14107163	14107449	6.3008999
rw19	14171549	14171931	6.613742166
rw19	1420121	1420414	5.039158811
rw19	14211684	14211887	6.099912842
rw19	14261354	14261850	7.555282436
rw19	14289641	14290277	6.1794801
rw19	14317581	14317816	6.165335917
rw19	14486862	14487468	7.261551232
rw19	14491862	14492345	6.629283017
rw19	14493339	14493708	6.436637939
rw19	14551071	14551347	7.214245518
rw19	14654276	14654541	6.114709844
rw19	14676428	14676976	7.027477006
rw19	14725569	14725958	6.268184325
rw19	14794873	14795114	4.669925001
rw19	1483824	1484250	6.364186145
rw1	91487527	91487904	7.217676423
rw19	14884611	14884914	5.917852515
rw19	14918414	14918758	3.587462841
rw19	15020517	15020810	7.200439718
rw19	15061636	15061899	6.724001674
rw19	15151427	15151871	6.975733431
rw19	15162395	15162803	6.158211483
rw19	15170701	15171150	7.054588852
rw19	15243650	15243950	7.175957033
rw19	15271945	15272510	7.406890596
rw19	15279364	15279545	5.747927513
rw19	15284703	15285179	7.088714636
rw19	15318299	15318558	6.826429487
rw19	15348894	15349240	6.64974712
rw19	15367043	15367712	7.716745858
rw19	15505872	15506324	6.930452552
rw19	15506570	15506996	3.544394119
rw19	15507377	15507813	6.80833903
rw19	15514026	15514366	6.629283017
rw19	15562572	15563275	6.938791853
rw19	15605789	15606020	6.3008999
rw19	15617072	15617327	6.14385619
rw19	15641974	15642413	6.099912842
rw19	1574604	1575118	6.738404739
rw19	15784971	15785262	7.339203788
rw19	15824775	15825145	5.281359714
rw19	15913017	15913634	6.738404739
rw19	1594252	1594682	6.983815777
rw19	15954727	15954894	6.477279923
rw19	15973909	15974245	6.709453366
rw19	1598385	1598578	3.709453366
rw19	1604945	1605363	7.168884984
rw19	16068931	16069147	6.442514505
rw19	16082644	16082927	5.320178962
rw19	16128081	16128630	7.122051819
rw19	16150343	16150776	6.326548487
rw19	16206617	16206817	4.544394119
rw19	16232945	16233148	5.917852515
rw19	16234574	16235052	6.959431619
rw19	16243868	16244190	7.310571635
rw19	16248285	16248696	6.186500527
rw19	16260628	16261114	7.598032083
rw19	16267699	16267981	5.776124405
rw19	1627711	1628347	5.522367813
rw19	16369724	16370208	7.351749041
rw19	16373562	16373962	6.699672345
rw19	16379971	16380367	6.527905997
rw19	16384238	16384663	6.95532722
rw19	16385299	16385588	6.785402219
rw19	16395549	16395933	7.039158811
rw19	16421708	16422119	4.709453366
rw19	16428799	16429352	6.544394119
rw19	16448228	16448504	5.892317423
rw19	1647710	1648046	5.866322214
rw19	16515423	16515869	7.536173613
rw19	1652761	1652976	6.376516947
rw19	1653331	1653571	6.24819285
rw19	16568197	16568525	6.747927513
rw19	1659900	1660254	5.533423002
rw19	16622061	16622287	6.062242424
rw19	16623582	16623949	6.165335917
rw19	16625111	16625755	7.36727874
rw19	16645382	16646003	7.853146825
rw19	1667123	1667335	6.896604781
rw19	16708546	16709025	7.182994584
rw19	16738279	16738727	6.382643049
rw19	16745840	16746081	6.136624621
rw19	16767901	16768347	7.136624621
rw19	16812215	16812919	7.522367813
rw19	170023	170359	5.281359714
rw19	17012016	17012277	7.261551232
rw19	170435	170734	3.544394119
rw19	17082594	17082921	6.888017285
rw19	17091645	17092082	7.14385619
rw19	17105166	17105580	6.689824559
rw19	17119707	17120060	6.743173983
rw19	17128557	17128900	5.689824559
rw19	17176352	17176818	7.073647187
rw19	17205685	17205899	6.172425342
rw19	17223966	17224200	5.394817763
rw19	17242229	17242906	7.391783703
rw19	17258471	17258899	6.538918989
rw19	17305061	17305520	6.975733431
rw19	17321834	17322533	7.508428622
rw19	17339255	17339559	6.63442632
rw19	17360464	17360889	7.114709844
rw19	17397379	17397876	6.821928095
rw19	17405914	17406290	4.477279923
rw19	17466241	17466402	5.320178962
rw19	17487447	17487659	6.27478706
rw19	17488061	17488486	6.549848549
rw19	17521597	17522045	5.942943496
rw19	17579716	17579919	6.084962501
rw19	17582603	17582857	6.268184325
rw19	17609035	17609442	6.844295908
rw19	17615894	17616254	7.618941073
rw19	17616776	17616989	5.64974712
rw19	17624031	17624523	5.45419631
rw19	17642136	17642291	4.587462841
rw19	17650766	17650992	6.281359714
rw19	17663080	17663353	6.766786541
rw19	17698918	17699114	5.830916878
rw19	17857790	17858296	6.983815777
rw19	1793096	1793569	6.883704292
rw19	18031987	18032195	4.430737338
rw19	18168766	18169060	7.32336724
rw19	18200501	18200921	5.689824559
rw19	18232917	18233314	7.268184325
rw19	18242590	18242936	6.031381461
rw19	18250670	18250947	5.099912842
rw19	18306458	18307034	7.427777962
rw19	18314818	18315285	7.186500527
rw19	18315833	18316153	6.24819285
rw19	18354213	18354598	7.084962501
rw19	18379321	18379738	7.196967526
rw19	18393342	18393578	6.875039431
rw19	18411510	18411781	6.339203788
rw19	1844117	1844383	6.684875343
rw19	18453985	18454242	5.394817763
rw19	18459056	18459468	6.96760555
rw19	18460758	18460972	6.364186145
rw19	18474161	18474510	7.12935662
rw19	18485445	18485845	4.942943496
rw1	91852733	91853363	9.987840034
rw19	1854161	1854786	7.320178962
rw19	18557420	18557976	7.400866808
rw19	18579726	18579933	6.136624621
rw19	18636781	18637257	4.926264755
rw19	18642787	18643010	6.326548487
rw19	18665889	18666243	6.747927513
rw19	1871191	1871499	6.388743249
rw19	1872738	1873115	6.72881869
rw19	1875786	1876003	6.488684687
rw19	1878723	1879015	6.465784285
rw19	18845240	18845624	6.227920455
rw19	18846873	18847291	7.088714636
rw19	18851129	18851328	6.307354922
rw19	18873182	18873632	6.587462841
rw19	18935589	18936060	6.991853096
rw19	19005632	19005988	6.821928095
rw19	19011242	19011657	5.909390936
rw19	19040946	19041289	5.803780748
rw19	19070828	19071157	6.261551232
rw19	190800	191113	2.747927513
rw19	19087013	19087330	6.114709844
rw19	19205944	19206107	5.608524457
rw19	19206305	19206662	6.364186145
rw19	19266482	19266677	5.975733431
rw19	19281222	19281510	6.261551232
rw19	193054	193942	6.406890596
rw19	19348662	19348908	6.794620749
rw19	193979	195017	5.418863237
rw19	1940456	1940895	6.624121312
rw19	19415804	19416149	6.45419631
rw19	19456393	19456681	6.287902559
rw19	19583768	19584110	5.738404739
rw19	19600491	19600850	6.790018847
rw19	196137	196865	5.442514505
rw19	19639438	19640067	6.835390355
rw19	19669606	19670007	6.482993575
rw19	19685939	19686331	6.555282436
rw19	19705017	19705345	4.689824559
rw19	198312	200514	7.516808288
rw19	19853277	19853477	7.530667136
rw19	19974836	19975175	5.959431619
rw19	19986240	19986578	6.505624549
rw19	20077091	20077522	6.608524457
rw19	20176763	20177023	2.5
rw19	20180434	20180739	3.587462841
rw19	2019997	2020405	6.938791853
rw19	2021895	2022135	6.762094845
rw19	20236845	20237259	5.909390936
rw19	20586286	20587049	5.488684687
rw19	2060950	2061353	6.861943774
rw19	20980016	20980388	5.689824559
rw19	2120716	2121011	6.406890596
rw19	2142552	2142759	7.307354922
rw19	21443627	21444043	6.45419631
rw19	21513700	21514334	4.709453366
rw19	21543732	21543924	5.909390936
rw19	21559779	21560208	5.511227255
rw19	21769982	21770268	4.926264755
rw19	21889263	21889662	5.533423002
rw19	21903756	21904124	2.5
rw19	21904846	21905146	4.114709844
rw19	21945987	21946373	6.261551232
rw19	21958817	21959066	4.975733431
rw19	2199375	2199645	7.00779464
rw19	22005277	22005608	6.560695932
rw19	22032774	22033154	6.268184325
rw19	22049062	22049599	4.669925001
rw19	2214991	2215429	6.803780748
rw19	22290918	22291246	3.084962501
rw19	2233783	2233969	6.077428828
rw19	22466869	22467161	5.45419631
rw19	2271059	2271472	6.294415866
rw19	229114	229449	3.084962501
rw19	2297350	2297783	6.136624621
rw19	23108248	23108909	5.394817763
